record_id,record_type,catalog_scope,brand,parent_company,battery_platform,platform_aliases,nominal_voltage,battery_interface_or_format,alliance,fit_type,product_name,model_sku,product_family,gadget_category,gadget_subcategory,battery_included,adapter_required,adapter_brand_model,safety_note,market_us,market_uk,market_de,market_fr,market_it,market_es,market_notes,official_platform_url,official_product_url,compatibility_evidence_url,secondary_source_url,source_type,evidence_note,verification_status,verification_level,exact_sku_status,discontinued_or_legacy,fallback_retailer_url,amazon_us_direct_url,amazon_us_asin,amazon_us_link_status,amazon_us_search_url,amazon_us_last_checked_utc,amazon_uk_direct_url,amazon_uk_asin,amazon_uk_link_status,amazon_uk_search_url,amazon_uk_last_checked_utc,amazon_de_direct_url,amazon_de_asin,amazon_de_link_status,amazon_de_search_url,amazon_de_last_checked_utc,amazon_fr_direct_url,amazon_fr_asin,amazon_fr_link_status,amazon_fr_search_url,amazon_fr_last_checked_utc,amazon_it_direct_url,amazon_it_asin,amazon_it_link_status,amazon_it_search_url,amazon_it_last_checked_utc,amazon_es_direct_url,amazon_es_asin,amazon_es_link_status,amazon_es_search_url,amazon_es_last_checked_utc,fallback_retailer_name,source_dataset,last_checked_utc,notes,legacy_data_json
ROBYB-485C42DB40DCF0,PLATFORM,PLATFORM_ONLY,Batavia,,Maxxpack 18V,,18V,,,,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://bataviastore.com/pages/maxxpack,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-E4E764F966058E,PLATFORM,PLATFORM_ONLY,BAUER,,20V Hypermax Lithium,,20V max,,,,,,,,,,,,,Y,N,N,N,N,N,,https://www.harborfreight.com/power-tools/cordless/20v-bauer.html,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-54D1886B49BD79,PLATFORM,PLATFORM_ONLY,Berner,,12V,,12V,,,,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://shop.berner.eu/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-6707895067F560,PLATFORM,PLATFORM_ONLY,Berner,,18V,,18V,,,,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://shop.berner.eu/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-822112CDC0C28C,PLATFORM,PLATFORM_ONLY,Beta Tools,,18V,,18V,,,,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://www.beta-tools.com/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-F1BC89F1ADC4B1,PLATFORM,PLATFORM_ONLY,Birchmeier,,CAS 18V,,18V,,Cordless Alliance System (CAS),,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://www.cordless-alliance-system.com/en/brands/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,"Confirm the exact CAS-enabled product, because not every cordless product from a partner brand uses CAS.",OFFICIAL_ALLIANCE_PARTNER,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,"Confirm the exact CAS-enabled product, because not every cordless product from a partner brand uses CAS.",
ROBYB-1149E5A5C18907,PLATFORM,PLATFORM_ONLY,BLACK+DECKER,,40V MAX / 36V,,36V nominal / 40V max,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,https://www.blackanddecker.com/collections/40v-max,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-28D7C23940905F,PLATFORM,PLATFORM_ONLY,BLACK+DECKER,,POWERCONNECT 20V MAX / 18V,,18V nominal / 20V max,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,https://www.blackanddecker.com/pages/20v-max-system,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-0D9020A2889DCE,PLATFORM,PLATFORM_ONLY,Bosch Home & Garden,,18V POWER FOR ALL,,18V,,POWER FOR ALL Alliance,,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://www.bosch-diy.com/gb/en/landing/power-for-all,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-56B9C2192941AD,PLATFORM,PLATFORM_ONLY,Bosch Home & Garden,,36V System,,36V,,,,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://www.bosch-diy.com/gb/en/landing/36v-system,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-F67970C0DD53DB,PLATFORM,PLATFORM_ONLY,Bosch Professional,,AMPShare 18V,,18V,,AMPShare,,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://www.ampshare.com/gb/en/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,"Confirm the exact AMPShare-enabled product, because not every cordless product from a partner brand uses AMPShare.",OFFICIAL_ALLIANCE_PARTNER,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,"Confirm the exact AMPShare-enabled product, because not every cordless product from a partner brand uses AMPShare.",
ROBYB-EC3BA3C33D123F,PLATFORM,PLATFORM_ONLY,Bosch Professional,,Professional 12V System,,12V max class,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,https://www.bosch-professional.com/gb/en/12v-system/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-E4099888EDC863,PLATFORM,PLATFORM_ONLY,Bosch Professional,,Professional 18V System / AMPShare,,18V,,AMPShare,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,https://www.bosch-professional.com/gb/en/18v-cordless-system/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-1D0353DD79CE69,PLATFORM,PLATFORM_ONLY,Brennenstuhl,,AMPShare 18V,,18V,,AMPShare,,,,,,,,,,,N,Y,Y,Y,Y,Y,,https://www.ampshare.com/gb/en/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,"Confirm the exact AMPShare-enabled product, because not every cordless product from a partner brand uses AMPShare.",OFFICIAL_ALLIANCE_PARTNER,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,"Confirm the exact AMPShare-enabled product, because not every cordless product from a partner brand uses AMPShare.",
ROBYB-CDD924428F5323,PLATFORM,PLATFORM_ONLY,Briggs & Stratton,,82V MAX,,82V max,,,,,,,,,,,,,Y,N,N,N,N,N,,https://www.briggsandstratton.com/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-4A54D3551AFFFE,PLATFORM,PLATFORM_ONLY,BTI,,18V,,18V,,,,,,,,,,,,,N,N,Y,Y,Y,Y,,https://www.bti.de/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
ROBYB-AA76C2CC4CCBB7,PLATFORM,PLATFORM_ONLY,Casals,,OnePower 20V,,20V max,,,,,,,,,,,,,N,N,N,Y,Y,Y,,https://casals.com/,,,,OFFICIAL_MANUFACTURER_OR_ALLIANCE,,VERIFIED_OFFICIAL_PLATFORM,OFFICIAL_SOURCE_OR_EXPLICIT_RESEARCH_CANDIDATE,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,,NOT_APPLICABLE_PLATFORM_RECORD,,,,EXPANDED_PLATFORM_REGISTRY_2026-09-08,2026-09-08T07:28:47+00:00,,
